OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:02.778,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:05.922,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:08.534,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:23.732,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:32.614,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:35.786,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:38.965,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:41.582,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:44.706,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:47.856,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:50.979,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:53.561,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:00:56.730,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:14.572,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:17.758,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:20.906,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:23.546,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:26.692,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:33.020,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:01:41.940,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:08.732,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:11.923,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:14.593,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:23.523,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:26.672,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:29.838,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:32.493,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:35.653,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:38.798,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:44.616,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:47.772,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:50.921,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:56.705,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:02:59.875,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:02.531,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:05.669,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:20.986,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:23.617,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:26.788,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:29.946,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:35.703,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:41.985,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:47.725,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:50.890,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:03:53.558,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:02.980,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:05.585,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:08.708,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:11.875,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:14.506,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:20.824,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:23.969,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:38.719,True
OpcUa1.Bearing.Alarm.46,16.07.2026 15:04:41.858,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:02.778,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:05.922,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:08.535,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:14.777,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:17.949,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:35.786,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:38.965,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:41.582,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:44.706,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:53.561,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:56.730,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:00:59.869,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:03.016,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:05.653,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:08.805,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:11.955,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:26.692,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:29.856,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:33.021,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:38.814,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:01:59.796,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:02.970,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:05.597,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:08.733,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:11.924,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:14.594,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:17.757,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:32.493,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:41.988,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:44.616,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:47.772,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:02:50.921,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:05.669,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:17.817,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:23.617,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:26.789,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:29.946,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:50.890,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:53.558,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:56.686,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:03:59.864,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:02.980,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:05.586,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:08.708,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:20.824,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:35.553,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:47.669,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:53.966,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:56.592,True
OpcUa1.Bearing.Alarm.60,16.07.2026 15:04:59.717,True
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:02.778,Changing_Value_12
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:05.922,Changing_Value_13
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:08.534,Changing_Value_61
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:11.643,Changing_Value_95
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:14.776,Changing_Value_85
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:17.949,Changing_Value_24
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:20.570,Changing_Value_34
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:23.732,Changing_Value_93
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:26.864,Changing_Value_10
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:29.997,Changing_Value_22
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:32.614,Changing_Value_50
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:35.785,Changing_Value_95
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:38.964,Changing_Value_95
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:41.582,Changing_Value_71
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:44.706,Changing_Value_63
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:47.855,Changing_Value_42
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:50.978,Changing_Value_56
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:53.561,Changing_Value_87
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:56.729,Changing_Value_76
OpcUa1.Bearing.Batch.30,16.07.2026 15:00:59.868,Changing_Value_18
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:03.016,Changing_Value_92
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:05.651,Changing_Value_11
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:08.804,Changing_Value_92
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:11.955,Changing_Value_16
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:14.571,Changing_Value_88
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:17.758,Changing_Value_82
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:20.906,Changing_Value_9
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:23.545,Changing_Value_74
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:26.692,Changing_Value_58
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:29.856,Changing_Value_48
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:33.020,Changing_Value_56
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:35.649,Changing_Value_54
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:38.813,Changing_Value_55
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:41.940,Changing_Value_85
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:44.560,Changing_Value_84
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:47.694,Changing_Value_72
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:50.830,Changing_Value_96
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:53.992,Changing_Value_11
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:56.622,Changing_Value_14
OpcUa1.Bearing.Batch.30,16.07.2026 15:01:59.795,Changing_Value_27
OpcUa1.Bearing.Batch.30,16.07.2026 15:02:02.970,Changing_Value_28
OpcUa1.Bearing.Batch.30,16.07.2026 15:02:05.597,Changing_Value_25
OpcUa1.Bearing.Batch.30,16.07.2026 15:02:08.732,Changing_Value_83
OpcUa1.Bearing.Batch.30,16.07.2026 15:02:11.923,Changing_Value_99
OpcUa1.Bearing.Batch.30,16.07.2026 15:02:14.592,Changing_Value_4
